x_norm,y_norm
0.01318885448916405,0.2159800776633463
0.01337461300309595,0.2192723282120547
0.0139318885448916,0.22724970454161744
0.01436532507739935,0.23396083066013845
0.01473684210526315,0.2406297484382914
0.01541795665634675,0.25211041701840287
0.0154798761609907,0.2534610839101807
0.016656346749226,0.2710619618436603
0.01721362229102165,0.2784062130677022
0.0178328173374613,0.287945297990883
0.01869969040247675,0.30301367550227926
0.01907120743034055,0.31052676008779334
0.0196284829721362,0.3208678034779673
0.02018575851393185,0.33053351342225223
0.0206191950464396,0.3395238899206483
0.0211145510835913,0.3485142664190444
0.0214860681114551,0.3561539760256627
0.02204334365325075,0.36742360290393383
0.0224767801857585,0.37645618774269796
0.02272445820433435,0.3820698970116495
0.0230959752321981,0.3890342731723789
0.0236532507739938,0.4008948168158028
0.02402476780185755,0.40920985986831
0.02439628482972135,0.41803140300523384
0.0246439628482972,0.4249957791659632
0.024953560371517,0.4329309471551579
0.0254489164086687,0.44546682424447076
0.02588235294117645,0.454583825763971
0.0264396284829721,0.4647982441330407
0.026625386996904,0.4681749113624852
0.0271207430340557,0.4751814958635826
0.02736842105263155,0.4785581630930272
0.02786377708978325,0.4834121222353538
0.0294736842105263,0.4907141651190276
0.03071207430340555,0.493246665541111
0.03250773993808045,0.4956103326017221
0.0339318885448916,0.4968343744723958
0.0372755417956656,0.4988603748100625
0.0394427244582043,0.4996201249366875
0.04191950464396285,0.5
0.0453250773993808,0.4998733749788958
0.0479876160990712,0.499240249873375
0.0497832817337461,0.4986071247678542
0.05151702786377705,0.4978473746412292
0.05306501547987615,0.4970876245146042
0.05535603715170275,0.4957791659631944
0.058266253869969,0.4938797906466318
0.0603095975232198,0.4924447070741178
0.06408668730650155,0.4897433732905622
0.06606811145510835,0.4883082897180483
0.07040247678018575,0.4855647475941246
0.076594427244582,0.4827789971298329
0.08272445820433436,0.4809640384940064
0.09052631578947365,0.4797822049637008
0.10074303405572756,0.4797822049637008
0.1076160990712074,0.4804575384095898
0.11219814241486065,0.4810062468343745
0.11938080495356035,0.4819770386628398
0.1242724458204334,0.4827789971298329
0.12990712074303404,0.4839186223197704
0.141609907120743,0.4865355394225899
0.14978328173374614,0.4878439979739997
0.16142414860681115,0.4883927063987844
0.16959752321981425,0.4883082897180483
0.1780185758513932,0.4880128313354719
0.18482972136222905,0.4875907479317914
0.1918266253869969,0.4870420395070066
0.20613003095975235,0.4854381225730204
0.213312693498452,0.4844251224041871
0.2214860681114551,0.4832854972142496
0.2404953560371517,0.48066858011143
0.24978328173374614,0.4793601215600203
0.2686687306501548,0.4767432044572008
0.28092879256965947,0.4750548708424785
0.28439628482972135,0.4745905790984299
